entry,time,day_id,workday,holiday,x,y,occupant_id,height,camera_id
1864381,08:22:10.046000,3,True,False,294,219,4569,1314,cam0
1864453,08:22:15.434000,3,True,False,293,109,7121,1390,cam2
1864511,08:22:19.406000,3,True,False,228,241,5804,1297,cam1
1864600,08:22:24.736000,3,True,False,285,223,4569,1240,cam0
1864620,08:22:26.036000,3,True,False,452,126,4697,1570,cam0
1864660,08:22:28.706000,3,True,False,324,227,5806,1349,cam1
1864713,08:22:33.229000,3,True,False,332,223,5806,1362,cam1
1864792,08:22:41.713000,3,True,False,302,216,5806,1365,cam1
1864857,08:22:47.042000,3,True,False,291,221,4569,1299,cam0
1864864,08:22:47.708000,3,True,False,214,236,5806,1365,cam1
1864876,08:22:48.709000,3,True,False,159,240,5806,1257,cam1
1864885,08:22:49.736000,3,True,False,289,220,4569,1286,cam0
1864945,08:22:58.039000,3,True,False,289,221,4569,1286,cam0
1864951,08:22:59.246000,3,True,False,289,221,4569,1286,cam0
1865006,08:23:05.737000,3,True,False,452,124,4699,1570,cam0
1865014,08:23:06.738000,3,True,False,288,222,4569,1263,cam0
1865019,08:23:07.244000,3,True,False,288,222,4569,1255,cam0
1865057,08:23:12.042000,3,True,False,452,126,4699,1570,cam0
1865115,08:23:18.742000,3,True,False,452,126,4699,1570,cam0
1865147,08:23:22.742000,3,True,False,287,220,4569,1248,cam0
1865177,08:23:26.534000,3,True,False,452,126,4699,1570,cam0
1865183,08:23:27.239000,3,True,False,283,219,4569,1225,cam0
1865190,08:23:28.340000,3,True,False,452,126,4699,1570,cam0
1865241,08:23:34.539000,3,True,False,451,126,4699,1575,cam0
1865377,08:23:52.532000,3,True,False,453,126,4703,1570,cam0
1865390,08:23:54.036000,3,True,False,288,220,4569,1256,cam0
1865401,08:23:55.541000,3,True,False,288,220,4569,1256,cam0
1865520,08:24:16.035000,3,True,False,290,220,4569,1286,cam0
1865702,08:24:40.539000,3,True,False,285,224,4569,1209,cam0
1865759,08:24:49.240000,3,True,False,288,220,4569,1286,cam0
1865775,08:24:52.043000,3,True,False,288,220,4569,1286,cam0
1865787,08:24:53.551000,3,True,False,454,124,4711,1570,cam0
1865847,08:25:01.033000,3,True,False,300,217,4569,1356,cam0
1866073,08:25:36.036000,3,True,False,452,126,4720,1575,cam0
1866077,08:25:36.535000,3,True,False,288,220,4569,1263,cam0
1866130,08:25:43.034000,3,True,False,287,219,4569,1256,cam0
1866163,08:25:47.537000,3,True,False,452,128,4722,1575,cam0
1866284,08:26:04.740000,3,True,False,278,222,4569,1216,cam0
1866375,08:26:17.837000,3,True,False,282,220,4569,1248,cam0
1866408,08:26:21.937000,3,True,False,297,117,7193,1387,cam2
1866481,08:26:30.037000,3,True,False,284,223,4569,1210,cam0
1866558,08:26:37.337000,3,True,False,284,223,4569,1210,cam0
1866569,08:26:38.736000,3,True,False,297,117,7193,1387,cam2
1866571,08:26:38.936000,3,True,False,297,117,7193,1387,cam2
1866673,08:26:50.034000,3,True,False,289,219,4569,1286,cam0
1866884,08:27:11.032000,3,True,False,445,111,4756,1546,cam0
1866927,08:27:15.535000,3,True,False,286,222,4569,1240,cam0
1867009,08:27:27.543000,3,True,False,285,222,4569,1248,cam0
1867011,08:27:27.838000,3,True,False,286,222,4569,1248,cam0
1867012,08:27:28.042000,3,True,False,287,223,4569,1232,cam0
1867038,08:27:31.739000,3,True,False,286,222,4569,1248,cam0
1867045,08:27:33.545000,3,True,False,284,223,4569,1247,cam0
1867061,08:27:37.544000,3,True,False,283,221,4569,1232,cam0
1867095,08:27:42.236000,3,True,False,283,222,4569,1232,cam0
1867264,08:28:03.537000,3,True,False,445,111,4774,1561,cam0
1867323,08:28:11.047000,3,True,False,286,221,4569,1248,cam0
1867349,08:28:13.231000,3,True,False,296,105,7233,1424,cam2
1867375,08:28:15.236000,3,True,False,446,111,4774,1566,cam0
1867614,08:28:35.742000,3,True,False,449,125,4777,1619,cam0
1867677,08:28:41.238000,3,True,False,292,101,7233,1425,cam2
1867695,08:28:42.237000,3,True,False,282,223,4569,1209,cam0
1867750,08:28:45.731000,3,True,False,304,113,7239,1207,cam2
1867767,08:28:46.748000,3,True,False,282,223,4569,1209,cam0
1867802,08:28:48.932000,3,True,False,304,114,7239,1207,cam2
1867829,08:28:50.730000,3,True,False,304,114,7239,1207,cam2
1867851,08:28:52.041000,3,True,False,446,119,4785,1597,cam0
1867870,08:28:53.240000,3,True,False,448,119,4785,1581,cam0
1867968,08:29:01.431000,3,True,False,293,102,7233,1393,cam2
1868059,08:29:09.039000,3,True,False,448,120,4785,1597,cam0
1868083,08:29:11.041000,3,True,False,448,120,4785,1596,cam0
1868136,08:29:17.538000,3,True,False,291,220,4569,1299,cam0
1868197,08:29:22.936000,3,True,False,295,102,7246,1392,cam2
1868208,08:29:23.741000,3,True,False,290,220,4569,1286,cam0
1868294,08:29:32.535000,3,True,False,449,120,4787,1576,cam0
1868337,08:29:38.042000,3,True,False,293,221,4569,1354,cam0
1868417,08:29:48.036000,3,True,False,289,223,4569,1291,cam0
1868422,08:29:48.539000,3,True,False,287,223,4569,1277,cam0
1868472,08:29:54.737000,3,True,False,288,223,4569,1248,cam0
1868531,08:30:00.239000,3,True,False,450,119,4787,1591,cam0
1868536,08:30:00.737000,3,True,False,449,119,4787,1591,cam0
1868556,08:30:02.538000,3,True,False,448,120,4787,1586,cam0
1868620,08:30:08.733000,3,True,False,291,102,7257,1405,cam2
1868924,08:30:26.739000,3,True,False,448,121,4790,1591,cam0
1868948,08:30:28.438000,3,True,False,293,102,7257,1393,cam2
1868967,08:30:29.936000,3,True,False,199,236,5834,1768,cam1
1869097,08:30:42.739000,3,True,False,449,118,4805,1597,cam0
1869196,08:30:54.539000,3,True,False,449,119,4805,1591,cam0
1869199,08:30:54.741000,3,True,False,288,220,4569,1354,cam0
1869216,08:30:56.340000,3,True,False,288,220,4569,1354,cam0
1869298,08:31:03.235000,3,True,False,293,117,7285,1456,cam2
1869329,08:31:05.742000,3,True,False,290,220,4569,1354,cam0
1869434,08:31:14.736000,3,True,False,449,119,4805,1591,cam0
1869538,08:31:27.542000,3,True,False,290,220,4807,1354,cam0
1869566,08:31:30.737000,3,True,False,289,220,4807,1354,cam0
1869590,08:31:32.935000,3,True,False,290,100,7327,1404,cam2
1869682,08:31:42.743000,3,True,False,447,111,4805,1546,cam0
1869683,08:31:42.743000,3,True,False,292,220,4807,1373,cam0
1869691,08:31:43.536000,3,True,False,447,111,4805,1540,cam0
1869835,08:31:56.038000,3,True,False,290,222,4807,1354,cam0
1869856,08:31:58.536000,3,True,False,452,113,4805,1572,cam0
1869907,08:32:04.539000,3,True,False,447,111,4805,1561,cam0
1869936,08:32:08.057000,3,True,False,446,111,4805,1546,cam0
1870105,08:32:32.533000,3,True,False,295,222,4807,1347,cam0
1870108,08:32:33.238000,3,True,False,303,220,4807,1356,cam0
1870123,08:32:35.240000,3,True,False,300,220,4807,1341,cam0
1870142,08:32:37.740000,3,True,False,449,117,4811,1587,cam0
1870172,08:32:41.041000,3,True,False,303,221,4807,1355,cam0
1870178,08:32:41.735000,3,True,False,291,100,7379,1425,cam2
1870234,08:32:46.433000,3,True,False,292,102,7382,1393,cam2
1870241,08:32:47.036000,3,True,False,449,119,4811,1601,cam0
1870272,08:32:49.730000,3,True,False,292,102,7390,1393,cam2
1870285,08:32:50.738000,3,True,False,281,225,4807,1247,cam0
1870338,08:32:56.040000,3,True,False,283,223,4807,1247,cam0
1870363,08:32:57.935000,3,True,False,293,108,7398,1512,cam2
1870462,08:33:07.556000,3,True,False,449,123,4811,1596,cam0
1870512,08:33:11.734000,3,True,False,303,114,7408,1130,cam2
1870521,08:33:12.754000,3,True,False,286,222,4807,1248,cam0
1870624,08:33:24.840000,3,True,False,447,122,4813,1596,cam0
1870631,08:33:25.448000,3,True,False,304,112,7408,1190,cam2
1870745,08:33:35.735000,3,True,False,468,247,5878,864,cam1
1870824,08:33:41.043000,3,True,False,286,222,4807,1248,cam0
1870881,08:33:46.041000,3,True,False,286,222,4807,1255,cam0
1870884,08:33:46.241000,3,True,False,286,222,4807,1248,cam0
1870885,08:33:46.241000,3,True,False,494,124,4820,906,cam0
1870974,08:33:56.727000,3,True,False,322,164,5886,1790,cam1
1871033,08:34:03.733000,3,True,False,293,102,7430,1392,cam2
1871067,08:34:08.045000,3,True,False,286,222,4807,1248,cam0
1871075,08:34:10.044000,3,True,False,286,223,4807,1270,cam0
1871143,08:34:19.241000,3,True,False,293,101,7446,1405,cam2
1871198,08:34:26.237000,3,True,False,292,102,7446,1393,cam2
1871254,08:34:33.241000,3,True,False,294,112,7446,1482,cam2
1871291,08:34:38.045000,3,True,False,286,223,4807,1270,cam0
1871297,08:34:38.839000,3,True,False,286,222,4807,1248,cam0
1871317,08:34:41.241000,3,True,False,304,113,7456,1112,cam2
1871443,08:34:55.043000,3,True,False,286,223,4807,1285,cam0
1871462,08:34:56.736000,3,True,False,280,112,7456,1164,cam2
1871516,08:35:02.233000,3,True,False,297,104,7454,1431,cam2
1871570,08:35:08.935000,3,True,False,294,104,7454,1455,cam2
1871645,08:35:27.037000,3,True,False,286,222,4807,1262,cam0
1871653,08:35:28.748000,3,True,False,295,106,7470,1474,cam2
1871656,08:35:29.253000,3,True,False,294,108,7470,1459,cam2
1871680,08:35:32.338000,3,True,False,285,221,4807,1285,cam0
1871796,08:36:00.238000,3,True,False,286,221,4807,1277,cam0
1871907,08:36:28.062000,3,True,False,287,221,4807,1285,cam0
1872023,08:36:56.986000,3,True,False,349,206,4807,1814,cam0
1872358,08:38:32.553000,3,True,False,446,113,4858,1597,cam0
1872375,08:38:34.761000,3,True,False,446,113,4858,1587,cam0
1872430,08:38:40.751000,3,True,False,316,179,7542,1661,cam2
1872495,08:38:46.749000,3,True,False,433,101,7536,1380,cam2
1872497,08:38:46.760000,3,True,False,446,112,4858,1577,cam0
1872546,08:38:53.257000,3,True,False,445,108,4859,1547,cam0
1872936,08:39:29.952000,3,True,False,437,96,7591,1311,cam2
1873021,08:39:37.552000,3,True,False,445,111,4879,1546,cam0
1873023,08:39:37.738000,3,True,False,359,126,5934,1232,cam1
1873114,08:39:45.256000,3,True,False,444,112,4879,1572,cam0
1873247,08:39:56.429000,3,True,False,356,125,5934,1246,cam1
1873262,08:39:57.251000,3,True,False,424,109,4883,1005,cam0
1873279,08:39:58.428000,3,True,False,367,126,5934,1210,cam1
1873460,08:40:11.251000,3,True,False,444,114,4889,1581,cam0
1873778,08:40:28.928000,3,True,False,421,139,5939,1351,cam1
1873791,08:40:29.643000,3,True,False,422,138,5939,1297,cam1
1873820,08:40:32.229000,3,True,False,356,121,5934,1209,cam1
1873840,08:40:33.752000,3,True,False,435,99,7605,1353,cam2
