,time,day_id,workday,holiday,x,y,occupant_id,height,camera_id
2849117,10:12:32.214000,5,False,False,353,168,123041,1240,cam1
2849223,10:12:36.687000,5,False,False,422,248,100506,1340,cam2
2849261,10:12:38.218000,5,False,False,354,171,123041,1218,cam1
2849321,10:12:40.719000,5,False,False,354,168,123041,1217,cam1
2849357,10:12:42.221000,5,False,False,354,168,123041,1217,cam1
2849431,10:12:44.988000,5,False,False,362,245,100508,1346,cam2
2849445,10:12:45.492000,5,False,False,390,202,100416,1225,cam2
2849542,10:12:48.998000,5,False,False,388,203,100416,1224,cam2
2849549,10:12:49.273000,5,False,False,307,214,18720,1214,cam0
2849599,10:12:51,5,False,False,427,246,100506,1335,cam2
2849658,10:12:53.201000,5,False,False,428,248,100506,1322,cam2
2849673,10:12:53.713000,5,False,False,352,167,123041,1239,cam1
2849708,10:12:54.958000,5,False,False,308,211,18720,1215,cam0
2849717,10:12:55.262000,5,False,False,300,185,18700,953,cam0
2849720,10:12:55.462000,5,False,False,300,185,18700,953,cam0
2849758,10:12:56.756000,5,False,False,307,210,18720,1207,cam0
2849812,10:12:58.692000,5,False,False,341,249,100508,1309,cam2
2849834,10:12:59.456000,5,False,False,307,213,18720,1199,cam0
2849869,10:13:00.713000,5,False,False,352,168,123041,1217,cam1
2849943,10:13:03.418000,5,False,False,353,166,123041,1217,cam1
2850001,10:13:05.454000,5,False,False,237,173,18716,1213,cam0
2850003,10:13:05.491000,5,False,False,388,208,100416,1222,cam2
2850009,10:13:05.715000,5,False,False,354,168,123041,1232,cam1
2850032,10:13:06.493000,5,False,False,344,247,100508,1282,cam2
2850045,10:13:06.999000,5,False,False,425,244,100506,1301,cam2
2850076,10:13:08.187000,5,False,False,344,246,100508,1289,cam2
2850081,10:13:08.259000,5,False,False,237,173,18716,1213,cam0
2850127,10:13:10.196000,5,False,False,343,247,100508,1289,cam2
2850133,10:13:10.458000,5,False,False,303,215,18720,1206,cam0
2850190,10:13:12.759000,5,False,False,307,212,18720,1214,cam0
2850221,10:13:13.992000,5,False,False,425,246,100506,1328,cam2
2850275,10:13:16.258000,5,False,False,239,173,18716,1214,cam0
2850293,10:13:17.034000,5,False,False,386,207,100416,1222,cam2
2850398,10:13:21.457000,5,False,False,239,173,18716,1214,cam0
2850475,10:13:24.263000,5,False,False,305,216,18720,1182,cam0
2850477,10:13:24.462000,5,False,False,239,173,18716,1214,cam0
2850581,10:13:28.688000,5,False,False,421,243,100514,1322,cam2
2850626,10:13:30.493000,5,False,False,352,240,100508,1234,cam2
2850792,10:13:37.454000,5,False,False,306,217,18720,1214,cam0
2850827,10:13:38.958000,5,False,False,233,173,18716,1257,cam0
2850884,10:13:41.269000,5,False,False,237,173,18716,1213,cam0
2850972,10:13:44.961000,5,False,False,237,171,18716,1214,cam0
2851132,10:13:51.690000,5,False,False,350,240,100508,1219,cam2
2851148,10:13:52.267000,5,False,False,308,210,18720,1215,cam0
2851174,10:13:53.421000,5,False,False,354,168,123041,1217,cam1
2851181,10:13:53.686000,5,False,False,387,205,100416,1223,cam2
2851325,10:13:59.691000,5,False,False,351,243,100508,1270,cam2
2851327,10:13:59.717000,5,False,False,354,168,123041,1217,cam1
2851334,10:13:59.986000,5,False,False,351,243,100508,1255,cam2
2851347,10:14:00.491000,5,False,False,414,241,100514,1220,cam2
2851365,10:14:01.253000,5,False,False,239,171,18716,1214,cam0
2851436,10:14:04.258000,5,False,False,307,212,18720,1199,cam0
2851534,10:14:08.492000,5,False,False,415,244,100514,1212,cam2
2851560,10:14:09.758000,5,False,False,239,171,18716,1214,cam0
2851789,10:14:21.259000,5,False,False,233,173,18716,1301,cam0
2851818,10:14:22.717000,5,False,False,352,169,123041,1254,cam1
2851872,10:14:25.458000,5,False,False,307,211,18720,1176,cam0
2851939,10:14:28.759000,5,False,False,308,210,18720,1215,cam0
2852017,10:14:32.417000,5,False,False,353,170,123041,1255,cam1
2852107,10:14:36.193000,5,False,False,350,243,100520,1262,cam2
2852189,10:14:39.489000,5,False,False,350,243,100520,1248,cam2
2852203,10:14:40.195000,5,False,False,425,250,100514,1285,cam2
2852223,10:14:40.993000,5,False,False,216,173,18716,1248,cam0
2852302,10:14:44.724000,5,False,False,349,171,123041,1255,cam1
2852346,10:14:46.690000,5,False,False,349,246,100523,1276,cam2
2852424,10:14:49.760000,5,False,False,307,212,18720,1176,cam0
2852428,10:14:49.993000,5,False,False,388,192,100416,1236,cam2
2852447,10:14:50.762000,5,False,False,217,172,18716,1249,cam0
2852584,10:14:56.488000,5,False,False,351,245,100523,1247,cam2
2852660,10:14:59.699000,5,False,False,350,244,100523,1254,cam2
2852705,10:15:01.419000,5,False,False,354,168,123041,1217,cam1
2852758,10:15:03.220000,5,False,False,353,303,123198,923,cam1
2852846,10:15:06.191000,5,False,False,347,245,100523,1276,cam2
2852852,10:15:06.216000,5,False,False,355,302,123198,912,cam1
2852879,10:15:07.192000,5,False,False,350,245,100523,1232,cam2
2852896,10:15:07.719000,5,False,False,354,168,123041,1217,cam1
2852900,10:15:07.762000,5,False,False,284,208,18720,1251,cam0
2852933,10:15:08.917000,5,False,False,354,303,123198,912,cam1
2852936,10:15:08.961000,5,False,False,300,185,18723,953,cam0
2853035,10:15:11.996000,5,False,False,388,192,100416,1235,cam2
2853045,10:15:12.418000,5,False,False,351,303,123198,912,cam1
2853156,10:15:15.772000,5,False,False,300,185,18723,953,cam0
2853159,10:15:15.917000,5,False,False,350,304,123198,879,cam1
2853198,10:15:16.965000,5,False,False,289,214,18720,1293,cam0
